game,platform,developer,genre,number_players,rating,release_date,metascore,user_score
Sky Force Reloaded,Switch,Infinite Dreams Inc.,Action,No Online Multiplayer,E10+,1-Feb-18,74,74
LEGO DC Super-Villains,PS4,TT Games,Action Adventure,No Online Multiplayer,E10+,16-Oct-18,74,65
Lode Runner Legacy,Switch,"Tozai Games, Inc.",Puzzle,No Online Multiplayer,E,29-Mar-18,74,75
Overload,PC,"Revival Productions, LLC",Action,Up to 8 ,,31-May-18,74,74
The Room,Switch,Fireproof Games,Adventure,No Online Multiplayer,,18-Oct-18,74,75
Semblance,Switch,Nyamakop,Action,No Online Multiplayer,E,24-Jul-18,74,72
Starlink: Battle for Atlas,Switch,Ubisoft Toronto,Simulation,No Online Multiplayer,E10+,16-Oct-18,74,78
The Alliance Alive,3DS,"Cattle Call, GREZZO, FuRyu",Role-Playing,No Online Multiplayer,E10+,27-Mar-18,74,81
Broken Sword 5 - The Serpent's Curse,Switch,Ravenscourt,Adventure,No Online Multiplayer,T,21-Sep-18,74,73
Immortal Redneck,Switch,Crema Games,Action,No Online Multiplayer,M,10-May-18,74,74
Masters of Anima,PS4,Passtech Games,Strategy,No Online Multiplayer,E10+,10-Apr-18,74,39
Moonlighter,PC,"11 bit studios, Digital Sun",Role-Playing,No Online Multiplayer,E10+,29-May-18,74,75
Railway Empire,PC,Gaming Minds Studios,Simulation,No Online Multiplayer,E,26-Jan-18,74,65
Omensight,PS4,Spearhead Games,Adventure,No Online Multiplayer,T,15-May-18,74,69
Tesla vs Lovecraft,Switch,10tons,Action,No Online Multiplayer,T,16-Mar-18,74,71
Where the Water Tastes Like Wine,PC,Dim Bulb Games,Miscellaneous,No Online Multiplayer,,28-Feb-18,74,52
Jotun: Valhalla Edition,Switch,Thunder Lotus Games,Action,No Online Multiplayer,T,27-Apr-18,74,71
Nantucket,PC,Picaresque Studio,Action,No Online Multiplayer,,18-Jan-18,74,75
Ys: Memories of Celceta,PC,Falcom,Role-Playing,No Online Multiplayer,,25-Jul-18,74,67
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PS4,Gust,Role-Playing,No Online Multiplayer,T,27-Mar-18,74,70
Yonder: The Cloud Catcher Chronicles,Switch,Prideful Sloth,Action Adventure,No Online Multiplayer,E,17-May-18,74,73
ICEY,Switch,X.D. Network Inc.,Action,No Online Multiplayer,E10+,31-May-18,74,75
Castlevania Requiem: Symphony of the Night & Rondo of Blood,PS4,Konami,Miscellaneous,No Online Multiplayer,T,26-Oct-18,74,69
Clustertruck,Switch,tinyBuild,Action,No Online Multiplayer,E,15-Mar-18,74,62
GRIP: Combat Racing,PC,Caged Element Inc.,Racing,Online Multiplayer,E10+,6-Nov-18,74,76
The Swords of Ditto,PC,One Bit Beyond,Role-Playing,No Online Multiplayer,E10+,24-Apr-18,74,67
Giana Sisters: Twisted Dreams - Owltimate Edition,Switch,Black Forest Games,Action,No Online Multiplayer,E,25-Sep-18,74,74
Luigi's Mansion,3DS,"Nintendo, GREZZO",Action Adventure,No Online Multiplayer,E,12-Oct-18,74,83
Attack on Titan 2,XONE,Omega Force,Action,Up to 8 ,M,20-Mar-18,74,70
Marble It Up!,Switch,Bad Habit Productions,Puzzle,No Online Multiplayer,E,29-Sep-18,74,74
2064: Read Only Memories INTEGRAL,Switch,MidBoss,Adventure,No Online Multiplayer,M,26-Jul-18,74,75
Bad North,PC,Plausible Concept,Action,No Online Multiplayer,,28-Aug-18,74,64
NAIRI: Tower of Shirin,Switch,"Homebear Studios, HomeBearStudio",Puzzle,No Online Multiplayer,,29-Nov-18,74,74
Dead In Vinland,PC,CCCP,Role-Playing,No Online Multiplayer,,12-Apr-18,74,75
LEGO The Incredibles,XONE,TT Games,Action Adventure,No Online Multiplayer,E10+,15-Jun-18,74,69
Paladins: Champions of the Realm,Switch,Hi-Rez Studios,Action,Up to 10 ,T,12-Jun-18,74,74
The Swords of Ditto,PS4,One Bit Beyond,Role-Playing,No Online Multiplayer,E10+,24-Apr-18,74,66
Bomber Crew,XONE,Runner Duck,Simulation,No Online Multiplayer,E10+,10-Jul-18,74,55
Shenmue I & II,XONE,"Sega, d3t Ltd",Miscellaneous,No Online Multiplayer,T,21-Aug-18,74,82
Phantom Doctrine,PC,CreativeForge Games,Strategy,Online Multiplayer,M,14-Aug-18,73,74
Disc Jam,Switch,High Horse Entertainment,Sports,Up to 4 ,E,8-Feb-18,73,73
11-11: Memories Retold,PC,Digixart Entertainment,Adventure,No Online Multiplayer,T,8-Nov-18,73,69
NBA Live 19,PS4,"EA Sports, EA Tiburon",Sports,Up to 10 ,E,7-Sep-18,73,65
A Normal Lost Phone,Switch,Plug In Digital,Simulation,No Online Multiplayer,M,1-Mar-18,73,70
Quarantine Circular,PC,Mike Bithell,Adventure,No Online Multiplayer,,22-May-18,73,71
Battlefield V,PS4,EA DICE,Action,Up to 64 ,,15-Nov-18,73,21
Phantom Doctrine,PS4,CreativeForge Games,Strategy,2,M,14-Aug-18,73,63
Assassin's Creed Origins: The Hidden Ones,PS4,Ubisoft Montreal,Action Adventure,,M,23-Jan-18,73,70
Sega Genesis Classics,XONE,Various,Miscellaneous,2,T,29-May-18,73,73
Farming Simulator 19,PC,Giants Software,Simulation,Online Multiplayer,E,19-Nov-18,73,65
Call of Duty: WWII - The War Machine,PS4,Sledgehammer Games,Action,,,10-Apr-18,73,17
Apocalipsis,PC,Punch Punk Games,Adventure,No Online Multiplayer,,1-Mar-18,73,68
Persona 3: Dancing in Moonlight,PS4,Atlus,Action,No Online Multiplayer,T,4-Dec-18,73,60
State of Mind,XONE,Daedalic Entertainment,Action Adventure,No Online Multiplayer,M,15-Aug-18,73,80
The Council - Episode 1: The Mad Ones,PC,Big Bad Wolf,Adventure,No Online Multiplayer,M,13-Mar-18,73,73
Road Redemption,Switch,"Dark Seas Games, EQ Games",Simulation,Online Multiplayer,,6-Nov-18,73,70
Battle Princess Madelyn,PC,Causal Bit Games,Action,No Online Multiplayer,,5-Dec-18,73,67
Mulaka,XONE,Lienzo,Action Adventure,No Online Multiplayer,T,2-Mar-18,73,64
Kirby Star Allies,Switch,HAL Labs,Action,No Online Multiplayer,E10+,16-Mar-18,73,74
The Escapists 2,Switch,"Team 17, Mouldy Toof Studios",Action,Up to 4 ,T,11-Jan-18,73,70
Runner3,Switch,Choice Provisions,General,No Online Multiplayer,E10+,22-May-18,73,74
World to the West,Switch,Rain Games,Action Adventure,No Online Multiplayer,E10+,18-Jan-18,73,73
Strange Brigade,PS4,Rebellion,Action,Up to 4 ,T,28-Aug-18,73,55
Surviving Mars,PS4,Haemimont Games,Strategy,No Online Multiplayer,E10+,15-Mar-18,73,59
NBA 2K Playgrounds 2,PS4,Saber Interactive,Sports,Up to 4 ,,16-Oct-18,73,59
Yomawari: The Long Night Collection,Switch,Nippon Ichi Software,Miscellaneous,No Online Multiplayer,M,30-Oct-18,73,73
Late Shift,Switch,Wales Interactive Ltd.,Adventure,No Online Multiplayer,M,26-Apr-18,73,66
The Fall Part 2: Unbound,PC,Over The Moon,Action Adventure,No Online Multiplayer,T,13-Feb-18,73,63
Monster Prom,PC,Beautiful Glitch,Adventure,Up to 4 ,,27-Apr-18,73,67
Pure Farming 2018,XONE,Techland,Simulation,No Online Multiplayer,E,13-Mar-18,73,70
Old Man's Journey,Switch,Broken Rules,Adventure,No Online Multiplayer,E,20-Feb-18,73,67
Book of Demons,PC,Thing Trunk,Adventure,,,13-Dec-18,73,81
Earthlock,Switch,"Snow Castle Games, CrossFunction",Role-Playing,No Online Multiplayer,E10+,8-Mar-18,73,70
Mulaka,Switch,Lienzo,Action Adventure,No Online Multiplayer,T,1-Mar-18,73,73
Space Hulk: Tactics,PC,"Cyanide, Cyanide Studios",Strategy,2,,9-Oct-18,73,58
Rad Rodgers,PC,Interceptor Entertainment,Action,No Online Multiplayer,M,21-Feb-18,73,71
Pathfinder: Kingmaker,PC,Owlcat Games,Role-Playing,No Online Multiplayer,,25-Sep-18,73,73
Last Year: The Nightmare,PC,Elastic Games,Action Adventure,Up to 6 ,RP,18-Dec-18,73,59
The Council,PS4,Big Bad Wolf,Adventure,No Online Multiplayer,M,13-Mar-18,73,71
Immortal Redneck,PS4,"CremaGames, Crema Games",Action,No Online Multiplayer,M,27-Feb-18,73,60
Wizard of Legend,PS4,Contingent99,Role-Playing,2,E10+,15-May-18,73,62
Fe,PC,Zoink!,Action,No Online Multiplayer,E,16-Feb-18,73,51
Stellaris: Apocalypse,PC,Paradox Development Studio,Strategy,,,22-Feb-18,73,71
Red Faction: Guerrilla Re-Mars-tered,XONE,Volition Inc.,Action,Up to 16 ,M,3-Jul-18,73,44
Digimon Story Cyber Sleuth: Hacker's Memory,PS4,Media Vision,Role-Playing,2,T,19-Jan-18,73,69
LEGO Harry Potter Collection,Switch,Warner Bros. Interactive Entertainment,Miscellaneous,No Online Multiplayer,E10+,30-Oct-18,73,73
Persona 5: Dancing in Starlight,PS4,Atlus,Action,No Online Multiplayer,T,4-Dec-18,72,78
Mushroom Wars 2,Switch,Zillion Whales,Strategy,Online Multiplayer,E,5-Jul-18,72,74
LEGO DC Super-Villains,XONE,TT Games,Action Adventure,No Online Multiplayer,E10+,16-Oct-18,72,70
Regalia: Of Men and Monarchs - Royal Edition,Switch,Pixelated Milk,Strategy,No Online Multiplayer,T,12-Apr-18,72,61
Mothergunship,PC,Grip Digital,Action,Online Multiplayer,T,17-Jul-18,72,73
Burly Men At Sea,Switch,Brain&Brain,Adventure,No Online Multiplayer,E10+,12-Apr-18,72,53
Shadows: Awakening,PS4,Kalypso,Action,No Online Multiplayer,T,4-Sep-18,72,55
Chasm,PC,Discord Games,Action,No Online Multiplayer,T,30-Jul-18,72,59
The Adventure Pals,PS4,Massive Monster,Action,No Online Multiplayer,E10+,3-Apr-18,72,61
The Golf Club 2019 featuring PGA Tour,PC,HB Studios Multimedia,Sports,Up to 4 ,E,28-Aug-18,72,48
PixelJunk Monsters 2,PS4,"Spike Chunsoft, Q-Games",Strategy,Up to 4 ,E10+,18-May-18,72,70
Attack on Titan 2,Switch,Omega Force,Action,Up to 8 ,M,20-Mar-18,72,72
Planet Alpha,PC,Adrian Lazar,Action,No Online Multiplayer,,4-Sep-18,72,70
Zarvot,Switch,Snowhydra llc,Action,No Online Multiplayer,,18-Oct-18,72,70
Super Daryl Deluxe,Switch,Dan & Gary Games,Role-Playing,No Online Multiplayer,T,10-Apr-18,72,68
The Raven Remastered,PS4,THQ Nordic,Adventure,No Online Multiplayer,T,13-Mar-18,72,48
Sword Art Online: Fatal Bullet,XONE,Dimps Corporation,Action,Up to 8 ,T,23-Feb-18,72,72
Apex Construct,PS4,Fast Travel Games,Action,No Online Multiplayer,E10+,20-Feb-18,72,70
Flood of Light,Switch,Irisloft,Adventure,No Online Multiplayer,E,23-Aug-18,72,73
Warriors Orochi 4,PS4,Omega Force,Action,Up to 6 ,T,16-Oct-18,72,72
Candle: The Power of the Flame,Switch,Teku Studios ,Action,No Online Multiplayer,E10+,26-Jul-18,72,74
Fist of the North Star: Lost Paradise,PS4,Ryu ga Gotoku Studios,Action,No Online Multiplayer,M,2-Oct-18,72,78
Smoke and Sacrifice,Switch,Solar Sail Games,Action Adventure,No Online Multiplayer,E10+,31-May-18,72,66
Rogue Aces,PS4,Infinite State Games,Action,No Online Multiplayer,E10+,12-Apr-18,72,49
Just Dance 2019,Switch,Ubisoft Paris,Action,No Online Multiplayer,E,23-Oct-18,72,58
Fe,Switch,Zoink!,Action,No Online Multiplayer,E,16-Feb-18,72,71
The Station,PC,The Station,Adventure,No Online Multiplayer,,19-Feb-18,72,65
Lamplight City,PC,Grundislav Games,Adventure,No Online Multiplayer,,13-Sep-18,72,72
RIDE 3,PS4,"MileStone Inc., Milestone S.r.l",Racing,Up to 12 ,E,30-Nov-18,72,76
Earth Defense Force 5,PS4,Sandlot,Action,Up to 4 ,M,11-Dec-18,72,71
Vampyr,PC,DONTNOD Entertainment,Role-Playing,No Online Multiplayer,M,4-Jun-18,72,69
Shu,Switch,Coatsink Software,Action,No Online Multiplayer,E,23-Jan-18,72,67
PlayerUnknown's Battlegrounds,PS4,PUBG Corporation,Action,Up to more than 64 ,T,7-Dec-18,72,33
Planet Alpha,XONE,Adrian Lazar,Action,No Online Multiplayer,T,4-Sep-18,72,62
Far Cry 5: Hours of Darkness,PC,Ubisoft Montreal,Action,,M,5-Jun-18,72,36
Dandara,Switch,"Raw Fury, Long Hat House",Action,No Online Multiplayer,E,6-Feb-18,72,73
Light Fall,Switch,Bishop Games,Action,No Online Multiplayer,E10+,26-Apr-18,72,73
Borderlands 2 VR,PS4,Gearbox Software,Action,No Online Multiplayer,M,14-Dec-18,72,76
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,XONE,Telltale Games,Adventure,No Online Multiplayer,,14-Aug-18,72,76
de Blob,Switch,Blue Tongue Entertainment,Action,No Online Multiplayer,E,26-Jun-18,72,74
Capcom Beat 'Em Up Bundle,PS4,Capcom,Miscellaneous,Up to 4 ,T,18-Sep-18,71,42
World of Final Fantasy Maxima,PS4,Square Enix,Role-Playing,2,E10+,6-Nov-18,71,73
The Council - Episode 3: Ripples,PC,Big Bad Wolf,Adventure,No Online Multiplayer,,24-Jul-18,71,58
Call of Duty: WWII - The Resistance,PS4,Sledgehammer Games,Action,,M,30-Jan-18,71,28
Assassin's Creed Rogue Remastered,XONE,Ubisoft,Action Adventure,No Online Multiplayer,M,20-Mar-18,71,68
Zone of the Enders: The 2nd Runner MARS,PS4,Cygames,Simulation,Online Multiplayer,T,4-Sep-18,71,77
Xeodrifter,Switch,Atooi LLC,Action,No Online Multiplayer,E,15-Feb-18,71,59
The Bard's Tale IV: Barrows Deep,PC,InXile Entertainment,Role-Playing,No Online Multiplayer,,18-Sep-18,71,67
Leisure Suit Larry: Wet Dreams Don't Dry,PC,CrazyBunch,Adventure,No Online Multiplayer,,7-Nov-18,71,65
Attack of the Earthlings,PC,Team Junkfish,Strategy,No Online Multiplayer,,8-Feb-18,71,70
Gray Dawn,PC,Interactive Stone,Adventure,No Online Multiplayer,,7-Jun-18,71,75
"Warhammer 40,000: Inquisitor - Martyr",XONE,Maximum Games,Strategy,Online Multiplayer,M,5-Jul-18,71,39
"Warhammer 40,000: Gladius - Relics of War",PC,Proxy Studios,Strategy,Online Multiplayer,,12-Jul-18,71,75
GRIP: Combat Racing,PS4,Caged Element Inc.,Racing,Up to 10 ,E10+,6-Nov-18,71,61
Transference,PS4,SpectreVision,Adventure,No Online Multiplayer,M,18-Sep-18,71,50
Pool Panic,Switch,Rekim,Action Adventure,No Online Multiplayer,E10+,19-Jul-18,71,73
Happy Birthdays,Switch,Arc System Works,Action Adventure,No Online Multiplayer,E,5-Jun-18,71,70
Bridge Constructor Portal,Switch,ClockStone Software,Simulation,No Online Multiplayer,E,28-Feb-18,71,73
Hexologic,Switch,MythicOwl,Puzzle,No Online Multiplayer,E,12-Jun-18,71,68
Bad North,Switch,Plausible Concept,Action,No Online Multiplayer,T,20-Aug-18,71,70
Devil May Cry HD Collection,XONE,"Pipeworks Software, Inc., NeoBards Entertainment",Miscellaneous,No Online Multiplayer,M,13-Mar-18,71,69
Assassin's Creed Rogue Remastered,PS4,Ubisoft,Action Adventure,No Online Multiplayer,M,20-Mar-18,71,60
Tesla vs Lovecraft,PS4,10tons,Action,No Online Multiplayer,T,13-Mar-18,71,61
Bendy and the Ink Machine,PS4,TheMeatly Games,Adventure,No Online Multiplayer,T,20-Nov-18,71,57
Death's Gambit,PC,White Rabbit Interactive,Role-Playing,No Online Multiplayer,,13-Aug-18,71,75
Cold Iron,PS4,Catch & Release,Action Adventure,No Online Multiplayer,T,30-Jan-18,71,77
Cultist Simulator,PC,Weather Factory,Strategy,No Online Multiplayer,,31-May-18,71,73
Not Tonight,PC,Panic Barn Ltd,Strategy,No Online Multiplayer,,17-Aug-18,71,65
Space Hulk: Tactics,XONE,"Cyanide, Cyanide Studios",Strategy,2,M,9-Oct-18,71,77
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,PS4,Telltale Games,Adventure,No Online Multiplayer,M,25-Sep-18,71,63
FOX n FORESTS,XONE,Bonus Level Entertainment,Action,No Online Multiplayer,E10+,30-May-18,71,87
Membrane,Switch,Perfect Hat,Puzzle,No Online Multiplayer,E,22-Feb-18,71,74
A Robot Named Fight!,Switch,Matt Bitner,Action,No Online Multiplayer,T,26-Apr-18,71,73
Megadimension Neptunia VIIR,PS4,Compile Heart,Role-Playing,No Online Multiplayer,T,8-May-18,71,66
Death's Gambit,PS4,White Rabbit Interactive,Role-Playing,No Online Multiplayer,T,14-Aug-18,71,70
Masters of Anima,PC,Passtech Games,Strategy,No Online Multiplayer,,10-Apr-18,71,52
Squishies,PS4,Brainseed Factory,Action,No Online Multiplayer,,20-Nov-18,71,60
Detective Pikachu,3DS,Creatures Inc.,Adventure,No Online Multiplayer,E,23-Mar-18,71,76
FIFA 19,Switch,EA Sports,Sports,Up to 22 ,E,25-Sep-18,71,34
39 Days to Mars,PC,It's Anecdotal,Puzzle,No Online Multiplayer,,25-Apr-18,71,46
Crossing Souls,PC,Fourattic,Action Adventure,No Online Multiplayer,T,13-Feb-18,70,64
H1Z1,PC,Daybreak Games,Action,Up to more than 64 ,T,28-Feb-18,70,41
oOo: Ascension,XONE,Kenny Creanor,Action,Online Multiplayer,,25-May-18,70,73
Below,PC,Capy Games,Action,No Online Multiplayer,,14-Dec-18,70,70
Starlink: Battle for Atlas,PS4,Ubisoft Toronto,Simulation,No Online Multiplayer,E10+,16-Oct-18,70,54
Just Cause 4,XONE,Avalanche Studios,Action Adventure,No Online Multiplayer,M,4-Dec-18,70,61
Fable Fortune,XONE,Mediatonic,Strategy,,T,22-Feb-18,70,63
Darksiders III,PC,"Gunfire Games, THQ Nordic",Action Adventure,No Online Multiplayer,M,27-Nov-18,70,75
Marvel's Spider-Man: Turf Wars,PS4,Insomniac Games,Action Adventure,,T,20-Nov-18,70,58
Bendy and the Ink Machine,XONE,TheMeatly Games,Adventure,No Online Multiplayer,,20-Nov-18,70,82
Fe,PS4,Zoink!,Action,No Online Multiplayer,E,16-Feb-18,70,68
Nobunaga's Ambition: Taishi,PS4,Koei Tecmo Games,Strategy,No Online Multiplayer,T,5-Jun-18,70,53
Regalia: Of Men and Monarchs - Royal Edition,PS4,Pixelated Milk,Strategy,No Online Multiplayer,T,10-Apr-18,70,50
Rick and Morty: Virtual Rick-ality,PS4,Owlchemy Labs,Simulation,No Online Multiplayer,M,10-Apr-18,70,49
Deep Sky Derelicts,PC,Snowhound Games,Role-Playing,No Online Multiplayer,,26-Sep-18,70,54
The Fall,Switch,Over The Moon,Action Adventure,No Online Multiplayer,T,10-May-18,70,74
Naruto Shippuden: Ultimate Ninja Storm Trilogy,Switch,Bandai Namco Games,Miscellaneous,Up to 8 ,T,26-Apr-18,70,72
Stikbold! Dodgeball Adventure! Deluxe,Switch,Game Swing,Action,No Online Multiplayer,E,4-Jan-18,70,70
60 Parsecs!,PC,Robot Gentleman,Adventure,No Online Multiplayer,,18-Sep-18,70,63
Dandara,PC,Long Hat House,Action,No Online Multiplayer,,6-Feb-18,70,72
Graveyard Keeper,XONE,Lazy Bear Games,Action Adventure,No Online Multiplayer,T,15-Aug-18,70,50
The Council - Episode 2: Hide and Seek,PC,Big Bad Wolf,Adventure,No Online Multiplayer,,15-May-18,70,71
Vampyr,PS4,DONTNOD Entertainment,Role-Playing,No Online Multiplayer,M,5-Jun-18,70,72
Below,XONE,Capy Games,Action,No Online Multiplayer,T,14-Dec-18,70,71
Fe,XONE,Zoink!,Action,No Online Multiplayer,E,16-Feb-18,70,73
Red Faction: Guerrilla Re-Mars-tered,PS4,Volition Inc.,Action,Up to 16 ,M,3-Jul-18,70,50
Shining Resonance Refrain,Switch,Sega,Role-Playing,No Online Multiplayer,T,10-Jul-18,70,78
My Memory of Us,PC,Juggler Games,Action,No Online Multiplayer,,9-Oct-18,70,67
The Last Remnant Remastered,PS4,Square Enix,Role-Playing,No Online Multiplayer,M,6-Dec-18,70,62
Vampyr,XONE,DONTNOD Entertainment,Role-Playing,No Online Multiplayer,M,5-Jun-18,70,69
Iris.Fall,PC,Next Studio,Adventure,No Online Multiplayer,,7-Dec-18,70,67
The Fall Part 2: Unbound,Switch,Over The Moon,Action Adventure,No Online Multiplayer,T,13-Feb-18,70,71
Little Dragons Cafe,Switch,Aksys Games,Strategy,No Online Multiplayer,E10+,24-Aug-18,70,72
City of Brass,PC,Uppercut Games Pty Ltd,Action Adventure,No Online Multiplayer,,4-May-18,69,39
Pure Farming 2018,PC,Ice Flames,Simulation,No Online Multiplayer,E,13-Mar-18,69,72
Light Fall,PC,Bishop Games,Action,No Online Multiplayer,,26-Apr-18,69,68
Kingdom Come: Deliverance,PS4,Warhorse Studios,Historic,No Online Multiplayer,M,13-Feb-18,69,72
Battle Princess Madelyn,XONE,Causal Bit Games,Action,No Online Multiplayer,E,6-Dec-18,69,64
Age of Empires: Definitive Edition,PC,Microsoft Game Studios,Strategy,No Online Multiplayer,T,20-Feb-18,69,50
GRIP: Combat Racing,XONE,Caged Element Inc.,Racing,Up to 10 ,E10+,6-Nov-18,69,60
My Hero One's Justice,Switch,Bandai Namco Games,Action,2,T,26-Oct-18,69,70
Mercenary Kings: Reloaded Edition,Switch,Tribute Games,Action,Up to 4 ,T,6-Feb-18,69,72
Graveyard Keeper,PC,Lazy Bear Games,Action Adventure,No Online Multiplayer,,15-Aug-18,69,68
Nintendo Labo: Toycon 03 Vehicle Kit,Switch,Nintendo,Miscellaneous,No Online Multiplayer,E,14-Sep-18,69,72
Jurassic World Evolution,PC,Frontier Developments,Strategy,No Online Multiplayer,T,11-Jun-18,69,72
Earth Atlantis,XONE,Pixel Perfex,Action,No Online Multiplayer,E,1-Jun-18,69,81
LEGO The Incredibles,PS4,TT Games,Action Adventure,No Online Multiplayer,E10+,15-Jun-18,69,46
Lost Sphear,Switch,Tokyo RPG Factory,Role-Playing,No Online Multiplayer,E10+,23-Jan-18,69,73
Lost Sphear,PC,Tokyo RPG Factory,Role-Playing,No Online Multiplayer,E10+,23-Jan-18,69,65
Sea of Thieves,XONE,Rare Ltd.,Role-Playing,Up to 4 ,T,20-Mar-18,69,50
The Spectrum Retreat,XONE,Dan Smith Studios,Adventure,No Online Multiplayer,T,13-Jul-18,69,60
Rust,PC,Facepunch Studios,Historic,Online Multiplayer,,8-Feb-18,69,62
Disco Dodgeball Remix,Switch,Zen Studios,Sports,Online Multiplayer,E10+,22-May-18,69,73
The Crew 2,XONE,Ubisoft Ivory Tower,Racing,Up to 8 ,T,26-Jun-18,69,50
ChromaGun,Switch,Pixel Maniacs,Action,No Online Multiplayer,E10+,22-Jan-18,69,63
Megaquarium,PC,Twice Circled,Strategy,No Online Multiplayer,,13-Sep-18,69,71
FOX n FORESTS,PC,Bonus Level Entertainment,Action,No Online Multiplayer,,17-May-18,69,74
State of Decay 2,PC,Undead Labs,Action Adventure,Up to 4 ,M,22-May-18,69,46
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,PC,Telltale Games,Adventure,No Online Multiplayer,,25-Sep-18,69,73
Dillon's Dead-Heat Breakers,3DS,"Nintendo, Vanpool",Action,No Online Multiplayer,E10+,24-May-18,69,74
State of Mind,PC,Daedalic Entertainment,Action Adventure,No Online Multiplayer,M,15-Aug-18,69,74
Final Fantasy XV Pocket Edition HD,Switch,Square Enix,Role-Playing,No Online Multiplayer,T,13-Sep-18,69,73
Danger Zone 2,XONE,Three Fields Entertainment,Racing,No Online Multiplayer,E10+,10-Jul-18,69,60
Darksiders III,XONE,"Gunfire Games, THQ Nordic",Action Adventure,No Online Multiplayer,M,27-Nov-18,69,73
Manticore: Galaxy on Fire,Switch,Deep Silver,Simulation,No Online Multiplayer,T,19-Apr-18,69,72
Monster Energy Supercross: The Official Videogame,XONE,Milestone S.r.l,Racing,Up to 12 ,E,13-Feb-18,69,83
Conan Exiles,PC,Funcom,Action Adventure,Up to 40 ,,8-May-18,68,64
Empires Apart,PC,DESTINYbit,Strategy,Online Multiplayer,,29-Mar-18,68,43
Lost Sphear,PS4,Tokyo RPG Factory,Role-Playing,No Online Multiplayer,E10+,23-Jan-18,68,69
Steel Rats,PC,Tate Multimedia,Simulation,No Online Multiplayer,,7-Nov-18,68,71
Warriors Orochi 4,XONE,Koei Tecmo Games,Action,Up to 6 ,T,16-Oct-18,68,73
Danger Zone 2,PS4,Three Fields Entertainment,Racing,No Online Multiplayer,E10+,13-Jul-18,68,41
